case_id,open_date,close_date,target_close_date,case_topic,service_name,assigned_department,assigned_team,case_status,closure_reason,closure_comments,on_time,report_source,full_address,street_number,street_name,zip_code,neighborhood,public_works_district,city_council_district,fire_district,police_district,ward,precinct,longitude,latitude
BCS-00145667,2026-01-25 09:32:23.011815+00,,2026-01-28 09:32:23.011815+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,OVERDUE,BOS311,"27 Bellamy St, Boston, MA 02135",27,Bellamy St,02135,Brighton,4,9,11,D14,22,13,-71.169939,42.354936
BCS-00145674,2026-01-25 09:35:34.613+00,,2026-01-28 09:35:34.613+00,Street Light Other,Street Light Other,Public Works Department (PWD),PWD Street Lighting,In progress,,,OVERDUE,Call,"88-92 Washington St, Boston, MA 02129",92,Washington St,02129,Charlestown,1A,1,3,A15,02,01,-71.067204,42.37398
BCS-00145679,2026-01-25 09:41:56.038696+00,2026-01-29 12:52:04+00,2026-01-28 09:41:56.038696+00,Tree or Stump Removal,Tree or Stump Removal,Parks & Recreation,Urban Forestry,Closed,Noted,Noted: The tree is alive and healthy at the time of inspection and was recently pruned within the last 2 years. The tree is experiencing a phototropic lean (leaning to get away from houses in order to gain better access to sunlight) for at least a decade if not more. All public street trees in the City of Boston are protected by state law (MGL CH 87) and cannot be removed at this time.,OVERDUE,BOS311,"5 Armory St, Boston, MA 02129",5,Armory St,02129,Charlestown,1A,1,3,A15,02,06,-71.070282,42.381531
BCS-00145699,2026-01-25 09:57:38.924+00,2026-01-25 10:45:18+00,2026-01-28 09:57:38.924+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"176 Harvard St 3, Dorchester, MA 02124",176,Harvard St,02124,Dorchester,3,4,8,B3,14,02,-71.08291,42.29597
BCS-00145723,2026-01-25 10:22:03.751+00,2026-01-25 11:30:17+00,2026-01-28 10:22:03.751+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"1 City Hall Plz, Downtown, MA 02114",1,City Hall Plz,02114,Downtown,1B,1,3,A1,03,06,-71.0582715,42.3603
BCS-00145726,2026-01-25 10:25:48.653142+00,2026-01-27 08:02:04+00,2026-01-28 10:25:48.653142+00,Street Light Knockdown,Street Light Knockdown,Public Works Department (PWD),PWD Street Lighting,Closed,Resolved,,ONTIME,BOS311,"193 W Eighth St, Boston, MA 02127",193,W Eighth St,02127,South Boston,5,2,6,C6,07,05,-71.0520255,42.333417
BCS-00145784,2026-01-25 11:12:07.177+00,2026-01-25 12:15:15+00,2026-01-28 11:12:07.177+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"29 Virginia St, Dorchester, MA 02125",29,Virginia St,02125,Dorchester,3,3,7,B2,13,05,-71.0680185,42.316353
BCS-00145798,2026-01-25 11:28:27.635+00,2026-01-25 12:15:17+00,2026-01-28 11:28:27.635+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"310 Beacon St, Back Bay, MA 02116",310,Beacon St,02116,Back Bay,1C,8,4,D4,05,08,-71.082576,42.352974
BCS-00145819,2026-01-25 11:56:13.032402+00,2026-01-31 14:15:02+00,2026-01-28 11:56:13.032402+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,OVERDUE,BOS311,"83-95 B St, Boston, MA 02127",12,Crowley-Rogers Way,02127,South Boston,5,2,6,C6,06,02,-71.0541765,42.339924
BCS-00146039,2026-01-25 15:35:19.703+00,2026-01-25 16:45:18+00,2026-01-28 15:35:19.703+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"9 Balfour St 1, Roxbury, MA 02125",9,Balfour St,02125,Roxbury,3,7,7,B2,13,01,-71.07605,42.31457
BCS-00146050,2026-01-25 15:46:55.385+00,,2026-01-28 15:46:55.385+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,OVERDUE,Call,"29-33 Symphony Rd, Boston, MA 02115",,Symphony Rd,02115,Fenway,10A,7,4,D4,04,08,-71.0880165,42.343128
BCS-00146053,2026-01-25 15:53:05.542101+00,2026-01-25 20:40:03+00,2026-01-28 15:53:05.542101+00,Fallen Tree or Branches,Fallen Tree or Branches,Parks & Recreation,Urban Forestry,Closed,Noted,Not a tree emergency or tree related issue. please call 311 for snow issues.,ONTIME,BOS311,"28 Riverside Sq, Boston, MA 02136",28,Riverside Sq,02136,Hyde Park,8B,5,12,E18,18,15,-71.1140085,42.260238
BCS-00146114,2026-01-25 16:48:49.189824+00,2026-01-26 13:15:16+00,2026-01-28 16:48:49.189824+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,BOS311,Common St & Putnam St,14,Common St,02129,Charlestown,1A,1,3,A15,02,03,-71.06006088,42.37401939
BCS-00146117,2026-01-25 16:50:01.707+00,2026-01-25 18:00:07+00,2026-01-28 16:50:01.707+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"17 Wentworth St, Dorchester, MA 02124",17,Wentworth St,02124,Dorchester,7B,4,8,B3,17,08,-71.0755785,42.287949
BCS-00146206,2026-01-25 18:13:43.739+00,,2026-01-28 18:13:43.739+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,OVERDUE,Call,"100 Fulton St, Boston, MA 02113",100,Fulton St,02113,North End,1B,1,3,A1,03,01,-71.053137,42.362766
BCS-00146314,2026-01-25 20:05:27.306959+00,,2026-01-28 20:05:27.306959+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,OVERDUE,BOS311,"43-45 Neponset Ave, Boston, MA 02136",,Neponset Ave,02136,Hyde Park,8B,5,12,E18,18,18,-71.119341,42.248718
BCS-00146315,2026-01-25 20:06:58.257918+00,,2026-01-28 20:06:58.257918+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,OVERDUE,BOS311,"43-45 Neponset Ave, Boston, MA 02136",,Neponset Ave,02136,Hyde Park,8B,5,12,E18,18,18,-71.119341,42.248718
BCS-00146353,2026-01-25 20:47:28.967717+00,,2026-01-28 20:47:28.967717+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,OVERDUE,BOS311,"89-113 Northampton St, Boston, MA 02118",89,Northampton St,02118,Roxbury,10B,7,7,D4,08,04,-71.0764875,42.335397
BCS-00146356,2026-01-25 20:49:40.385408+00,,2026-01-28 20:49:40.385408+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,OVERDUE,BOS311,"89-113 Northampton St, Boston, MA 02118",89,Northampton St,02118,Roxbury,10B,7,7,D4,08,04,-71.0764875,42.335397
BCS-00146475,2026-01-26 05:19:26.876+00,2026-01-26 07:16:02+00,2026-01-29 05:19:26.876+00,Street Light Knockdown,Street Light Knockdown,Public Works Department (PWD),PWD Street Lighting,Closed,Resolved,Removed overhead feed and made safe. Picked up the 19ft concrete and Arietta. Secured cone to the base. GG SP AC,ONTIME,Call,"145 Harrison Ave, Boston, MA 02111",36,Harvard St,02111,Chinatown,1C,2,4,A1,03,08,-71.0620515,42.349941
BCS-00146492,2026-01-26 05:54:11.319+00,2026-01-26 07:14:02+00,2026-01-29 05:54:11.319+00,Street Light Knockdown,Street Light Knockdown,Public Works Department (PWD),PWD Street Lighting,Closed,Resolved,Removed overhead feed and made safe. Picked up the 19ft concrete and Arietta. Secured cone to the base. GG SP AC,ONTIME,Call,"136-146 Harrison Ave, Boston, MA 02111",136,Harrison Ave,02111,Chinatown,1C,2,4,A1,03,08,-71.061489,42.349806
BCS-00146682,2026-01-26 08:23:24.527+00,2026-01-26 09:06:02+00,2026-01-29 08:23:24.527+00,Fallen Tree or Branches,Fallen Tree or Branches,Parks & Recreation,Urban Forestry,Closed,Resolved,nothing found at this location need more information. jl,ONTIME,Call,"38 Lawrence St, Boston, MA 02116",38,Lawrence St,02116,South End,1C,2,4,D4,04,01,-71.0738595,42.345783
BCS-00146774,2026-01-26 09:17:30.09905+00,2026-01-26 10:45:12+00,2026-01-29 09:17:30.09905+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,BOS311,"7 Round Hill St, Boston, MA 02130",7,Round Hill St,02130,Jamaica Plain,10A,6,9,E13,10,06,-71.104572,42.323409
BCS-00146904,2026-01-26 10:02:30.799+00,2026-01-26 13:30:02+00,2026-01-29 10:02:30.799+00,Fallen Tree or Branches,Fallen Tree or Branches,Parks & Recreation,Urban Forestry,Closed,Resolved,removed hanger from city tree JL GR,ONTIME,Call,"12 Centre Ave, Boston, MA 02124",12,Centre Ave,02124,Dorchester,7A,3,8,C11,16,03,-71.0631855,42.292566
BCS-00146952,2026-01-26 10:26:45.066928+00,2026-01-30 14:00:03+00,2026-01-29 10:26:45.066928+00,Fallen Tree or Branches,Fallen Tree or Branches,Parks & Recreation,Urban Forestry,Closed,Resolved,removed hanger jl dr hc jb it od bl,OVERDUE,BOS311,"58 E Springfield St, Boston, MA 02118",58,E Springfield St,02118,South End,1C,3,4,D4,08,02,-71.074521,42.335685
BCS-00147162,2026-01-26 11:42:51.907+00,2026-01-26 15:30:19+00,2026-01-29 11:42:51.907+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"312 Beacon St, Back Bay, MA 02116",312,Beacon St,02116,Back Bay,1C,8,4,D4,05,08,-71.0826795,42.352938
BCS-00147247,2026-01-26 11:50:02.703+00,2026-01-30 10:08:05+00,2026-01-29 11:50:02.703+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,Closed,Resolved,,OVERDUE,Call,"50 Beacon St, Boston, MA 02108",50,Beacon St,02108,Beacon Hill,1B,8,3,A1,05,05,-71.0677845,42.356772
BCS-00147226,2026-01-26 12:06:02.269042+00,2026-01-27 08:26:02+00,2026-01-29 12:06:49.207335+00,Street Light Knockdown,Street Light Knockdown,Public Works Department (PWD),PWD Street Lighting,Closed,Transitioned,,ONTIME,BOS311,"310-316 Marginal St, Boston, MA 02128",,Marginal St,02128,East Boston,9,1,1,A7,01,01,-71.029332,42.363918
BCS-00147345,2026-01-26 12:49:14.487+00,,2026-01-29 12:49:14.487+00,Street Light Other,Street Light Other,Public Works Department (PWD),PWD Street Lighting,In progress,,,OVERDUE,Call,"30 Hancock St, Boston, MA 02114",30,Hancock St,02114,Beacon Hill,1B,8,3,A1,03,17,-71.06427,42.360102
BCS-00147819,2026-01-26 15:10:58.766+00,2026-01-26 17:00:02+00,2026-01-29 15:10:58.766+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"5 Marcella St 1, Roxbury, MA 02119",5,Marcella St,02119,Roxbury,10B,7,9,B2,11,02,-71.0935695,42.321222
BCS-00147879,2026-01-26 15:37:52.131+00,2026-01-26 16:30:18+00,2026-01-29 15:37:52.131+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"21 Moon St, North End, MA 02113",21,Moon St,02113,North End,1B,1,3,A1,03,01,-71.052372,42.364269
BCS-00147874,2026-01-26 15:39:44.924+00,2026-01-26 16:00:17+00,2026-01-29 15:39:44.924+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,ONTIME,Call,"292 Beacon St, Back Bay, MA 02116",292,Beacon St,02116,Back Bay,1C,8,4,D4,05,08,-71.0819505,42.353136
BCS-00147933,2026-01-26 15:59:00.455+00,2026-01-26 17:00:06+00,2026-01-29 15:59:00.455+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"58 Parklawn Rd, West Roxbury, MA 02132",58,Parklawn Rd,02132,West Roxbury,6A,6,10,E5,20,19,-71.146539,42.294312
BCS-00148114,2026-01-26 16:58:38.045+00,2026-01-26 20:02:02+00,2026-01-29 16:58:38.045+00,Street Light Other,Street Light Other,Public Works Department (PWD),PWD Street Lighting,Closed,Resolved,checked control circuit no problem found at this time,ONTIME,Call,"50 Waltham St, Boston, MA 02118",50,Waltham St,02118,South End,1C,3,4,D4,03,16,-71.069679,42.342174
BCS-00148194,2026-01-26 17:34:48.576814+00,2026-02-10 15:29:56+00,2026-01-29 17:34:48.576814+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,Closed,Noted,,OVERDUE,BOS311,Haviland St & Massachusetts Ave,150,Massachusetts Ave,02115,Back Bay,1C,8,4,D4,04,06,-71.08740594,42.34662361
BCS-00148349,2026-01-26 18:49:42.119+00,2026-01-30 10:38:06+00,2026-01-29 18:49:42.119+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,Closed,Resolved,Replaced missing photocell,OVERDUE,Call,"67-69 Woodbole Ave, Boston, MA 02126",67,Woodbole Ave,02126,Mattapan,7B,4,8,B3,18,01,-71.081901,42.277473
BCS-00148426,2026-01-26 19:38:00.682+00,2026-01-27 10:45:18+00,2026-01-29 19:38:00.682+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"197 Roslindale Ave, Roslindale, MA 02131",197,Roslindale Ave,02131,Roslindale,6B,5,10,E5,20,09,-71.1377505,42.281532
BCS-00148532,2026-01-26 21:02:26.493002+00,2026-01-27 08:14:02+00,2026-01-29 21:02:26.493002+00,Fallen Tree or Branches,Fallen Tree or Branches,Parks & Recreation,Urban Forestry,Closed,Noted,"no tree emergency found no broken broken branches or limbs. JB, JL, IT",ONTIME,BOS311,"331 Poplar St, Boston, MA 02131",331,Poplar St,02131,Roslindale,6B,5,12,E5,18,09,-71.124102,42.27921
BCS-00148554,2026-01-26 21:30:47.162726+00,2026-02-05 14:30:15+00,2026-01-29 21:30:47.162726+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,Closed,Resolved,"Light working at time of inspection, changed out photocell",OVERDUE,BOS311,Elmer Rd & Fossdale Rd,40,Elmer Rd,02124,Dorchester,7A,3,8,C11,16,08,-71.05992409,42.2860414
BCS-00148637,2026-01-27 06:18:55.914186+00,,2026-01-30 06:18:55.914186+00,Street Light Knockdown,Street Light Knockdown,Public Works Department (PWD),PWD Street Lighting,In progress,,,OVERDUE,BOS311,"1459-1461A River St, Boston, MA 02136",,River St,02136,Hyde Park,8A,5,10,E18,18,19,-71.131203,42.25194
BCS-00148784,2026-01-27 08:55:41.987+00,,2026-01-30 08:55:41.987+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,OVERDUE,Call,"8 Flavia St, Boston, MA 02122",8,Flavia St,02122,Dorchester,7A,3,8,C11,16,09,-71.0507025,42.285969
BCS-00148904,2026-01-27 09:46:04.677+00,2026-01-27 15:15:13+00,2026-01-30 09:46:04.677+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"Harrison Ave & Monsignor Reynolds Way, South End, MA 02118",,Harrison Ave & Monsignor Reynolds Way,02118,South End,1C,2,4,D4,08,01,-71.0686845,42.340131
BCS-00148990,2026-01-27 10:30:43.143+00,2026-01-28 11:28:02+00,2026-01-30 10:30:43.143+00,Street Light Other,Street Light Other,Public Works Department (PWD),PWD Street Lighting,Closed,Resolved,,ONTIME,Call,"230 W Broadway, Boston, MA 02127",230,W Broadway,02127,South Boston,5,2,6,C6,06,10,-71.0518815,42.339843
BCS-00149653,2026-01-27 15:49:26.643+00,2026-01-27 17:00:06+00,2026-01-30 15:49:26.643+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"125 Arborway, Jamaica Plain, MA 02130",125,Arborway,02130,Jamaica Plain,2,6,9,E13,19,09,-71.120907,42.307452
BCS-00149692,2026-01-27 16:03:16.482+00,2026-01-27 20:00:07+00,2026-01-30 16:03:16.482+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"296 Beacon St, Back Bay, MA 02116",296,Beacon St,02116,Back Bay,1C,8,4,D4,05,08,-71.0821125,42.353046
BCS-00149727,2026-01-27 16:23:27.279+00,,,,,,,Error,,,ONTIME,Call,"49-55 Berkeley St, South End, MA 02116",49,Berkeley St,02116,South End,1C,2,4,D4,05,14,-71.0703675,42.346512
BCS-00149799,2026-01-27 16:51:38.776+00,2026-01-27 19:30:07+00,2026-01-30 16:51:38.776+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"665 Beech St, Hyde Park, MA 02131",665,Beech St,02131,Hyde Park,8A,5,12,E18,18,22,-71.1275085,42.27111
BCS-00149867,2026-01-27 17:44:04.530719+00,,2026-01-30 17:44:04.530719+00,Planting Request,Planting Request,Parks & Recreation,Urban Forestry,In progress,,,OVERDUE,BOS311,"130 Pembroke St, Boston, MA 02118",130,Pembroke St,02118,South End,1C,7,4,D4,04,04,-71.0775315,42.343092
BCS-00149917,2026-01-27 18:20:08.086+00,2026-01-27 19:45:07+00,2026-01-30 18:20:08.086+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"164 Strathmore Rd 3, Brighton, MA 02135",164,Strathmore Rd,02135,Brighton,4,9,11,D14,21,16,-71.15403,42.33978
BCS-00149975,2026-01-27 19:22:49.091+00,2026-01-27 22:52:02+00,2026-01-30 19:22:49.091+00,Street Light Knockdown,Street Light Knockdown,Public Works Department (PWD),PWD Street Lighting,Closed,Resolved,,ONTIME,Call,"100 Malcolm X Blvd, Boston, MA 02120",100,Malcolm X Blvd,02120,Roxbury,10B,7,9,B2,09,05,-71.0933715,42.330915
BCS-00150040,2026-01-27 20:49:39.591781+00,,2026-01-30 20:49:39.591781+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,OVERDUE,BOS311,"47 Warren Ave, Boston, MA 02116",47,Warren Ave,02116,South End,1C,2,4,D4,05,14,-71.071839,42.345198
BCS-00150087,2026-01-27 22:48:32.187+00,,2026-01-30 22:48:32.187+00,Street Light Other,Street Light Other,Public Works Department (PWD),PWD Street Lighting,In progress,,,OVERDUE,Call,"63 Harvard St, Boston, MA 02111",63,Harvard St,02111,Chinatown,1C,2,4,A1,03,08,-71.0608725,42.349248
BCS-00150102,2026-01-27 23:26:38.452+00,2026-01-28 11:00:08+00,2026-01-30 23:26:38.452+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"9 Mount Vernon St, Dorchester, MA 02125",9,Mount Vernon St,02125,Dorchester,3,3,6,C6,07,09,-71.059545,42.322383
BCS-00150148,2026-01-28 07:43:21.208+00,2026-01-28 10:00:08+00,2026-01-31 07:43:21.208+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"36 Melville Ave, Dorchester, MA 02124",36,Melville Ave,02124,Dorchester,7A,4,8,C11,17,03,-71.0673885,42.294708
BCS-00150480,2026-01-28 12:00:54.145+00,2026-01-29 07:42:02+00,2026-01-31 12:00:54.145+00,Street Light Other,Street Light Other,Public Works Department (PWD),PWD Street Lighting,Closed,Resolved,,ONTIME,Call,Bayswater St & Shawsheen Rd,30,Shawsheen Rd,02128,East Boston,9,1,1,A7,01,12,-71.00148912,42.38339096
BCS-00150631,2026-01-28 13:27:59.38434+00,,2026-01-31 13:27:59.38434+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,OVERDUE,BOS311,"160 H St, Boston, MA 02127",160,H St,02127,South Boston,5,2,6,C6,07,02,-71.0412975,42.332535
BCS-00150779,2026-01-28 15:13:22.338896+00,2026-01-28 16:15:12+00,2026-01-31 15:13:22.338896+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,BOS311,"459-463 Hanover St, Boston, MA 02109",463,Hanover St,02109,North End,1B,1,3,A1,03,02,-71.0525205,42.36651
BCS-00150852,2026-01-28 15:39:27.758+00,,2026-01-31 15:39:27.758+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,OVERDUE,Call,"620 Norfolk St, Boston, MA 02126",620,Norfolk St,02126,Mattapan,7B,5,8,B3,18,03,-71.0927415,42.276231
BCS-00150844,2026-01-28 15:39:41.707199+00,,2026-01-31 15:39:41.707199+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,OVERDUE,BOS311,"32-36 Harvard St, Boston, MA 02129",2,Washington St,02129,Charlestown,1A,1,3,A15,02,03,-71.0633565,42.372702
BCS-00150988,2026-01-28 17:19:07.62356+00,,2026-01-31 17:19:07.62356+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,OVERDUE,BOS311,"97 Appleton St, Boston, MA 02116",97,Appleton St,02116,South End,1C,2,4,D4,04,01,-71.0738415,42.345549
BCS-00150995,2026-01-28 17:23:35.037+00,2026-01-29 07:54:02+00,2026-01-31 17:23:35.037+00,Tree or Stump Removal,Tree or Stump Removal,Parks & Recreation,Urban Forestry,Closed,Noted,There are no trees owned or cared for by the City of Boston at this location.,ONTIME,Call,"112 Park St, Boston, MA 02122",112,Park St,02122,Dorchester,7A,3,7,C11,16,01,-71.058789,42.298992
BCS-00151022,2026-01-28 17:47:40.446+00,2026-01-28 19:15:08+00,2026-01-31 17:47:40.446+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"7 Lawrence St, South End, MA 02116",7,Lawrence St,02116,South End,1C,2,4,D4,05,14,-71.071632,42.346377
BCS-00151031,2026-01-28 18:06:43.058081+00,2026-02-10 15:32:26+00,2026-01-31 18:06:43.058081+00,Pruning Request,Pruning Request,Parks & Recreation,Urban Forestry,Closed,Noted,,OVERDUE,BOS311,"44 Crescent Ave, Boston, MA 02125",44,Crescent Ave,02125,Dorchester,3,3,7,C11,13,07,-71.054541,42.319098
BCS-00151035,2026-01-28 18:11:54.861324+00,2026-02-09 18:18:02+00,2026-01-31 18:11:54.861324+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,Closed,Resolved,,OVERDUE,BOS311,"100 W Concord St, Boston, MA 02118",100,W Concord St,02118,South End,1C,7,4,D4,09,02,-71.0762715,42.338817
BCS-00151037,2026-01-28 18:16:37.218+00,,2026-01-31 18:16:37.218+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,OVERDUE,Call,"291 Independence Dr, Boston, MA 02467",291,Independence Dr,02467,West Roxbury,6A,6,10,E5,20,20,-71.158653,42.296193
BCS-00151085,2026-01-28 19:02:57.715+00,2026-02-04 19:15:00+00,2026-01-31 19:02:57.715+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,OVERDUE,Call,"12 Border St, East Boston, MA 02128",12,Border St,02128,East Boston,9,1,1,A7,01,03,-71.0430615,42.370893
BCS-00151098,2026-01-28 19:26:25.96813+00,2026-02-06 07:30:02+00,2026-01-31 19:26:25.96813+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,OVERDUE,BOS311,"4-10 Charlesgate E, Boston, MA 02115",4,Charlesgate E,02115,Back Bay,10A,8,4,D4,05,15,-71.0914455,42.35013
BCS-00151103,2026-01-28 19:26:39.813+00,2026-02-06 11:22:02+00,2026-01-31 19:26:39.813+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,Closed,Resolved,,OVERDUE,Call,"349 Marlborough St, Boston, MA 02115",349,Marlborough St,02115,Back Bay,1C,8,4,D4,05,09,-71.08605,42.351102
BCS-00151119,2026-01-28 20:06:55.226109+00,,2026-01-31 20:06:55.226109+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,OVERDUE,BOS311,Atlantic Ave & Commercial Whf E,85,Atlantic Ave,02110,Downtown,1B,1,3,A1,03,01,-71.05105282,42.3622468
BCS-00151178,2026-01-28 22:21:24.377+00,2026-01-29 11:10:02+00,2026-01-31 22:22:02.487315+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,Closed,Resolved,,ONTIME,Call,"4 Melrose St, Boston, MA 02116",4,Melrose St,02116,Bay Village,1C,2,4,A1,05,13,-71.0673525,42.349563
BCS-00151195,2026-01-28 23:48:52.518+00,2026-01-30 07:16:02+00,2026-01-31 23:48:52.518+00,Street Light Knockdown,Street Light Knockdown,Public Works Department (PWD),PWD Street Lighting,Closed,Resolved,,ONTIME,Call,"38 American Legion Hwy, Boston, MA 02124",38,American Legion Hwy,02124,Dorchester,7B,4,12,B3,14,09,-71.0888355,42.297489
BCS-00151215,2026-01-29 06:58:16.863+00,2026-01-29 14:00:08+00,2026-02-01 06:58:16.863+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"2 Elm St, Dorchester, MA 02122",2,Elm St,02122,Dorchester,7A,3,7,C11,16,02,-71.054181,42.299955
BCS-00151233,2026-01-29 07:22:27.442+00,2026-01-29 12:00:11+00,2026-02-01 07:22:27.442+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,Call,"500-520 Geneva Ave, Dorchester, MA 02122",500-520,Geneva Ave,02122,Dorchester,7A,3,7,C11,16,01,-71.06291384,42.29909601
BCS-00151299,2026-01-29 08:45:13.159742+00,,2026-02-01 08:45:13.159742+00,Planting Request,Planting Request,Parks & Recreation,Urban Forestry,In progress,,,OVERDUE,BOS311,"101 Condor St, Boston, MA 02128",101,Condor St,02128,East Boston,9,1,1,A7,01,08,-71.0364105,42.382404
BCS-00151341,2026-01-29 09:12:37.416526+00,2026-01-29 11:00:13+00,2026-02-01 09:12:37.416526+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Resolved,,ONTIME,BOS311,Dorchester Ave & Father Anthony Songin Way,633,Dorchester Ave,02127,South Boston,5,3,6,C6,07,08,-71.05691103,42.32802585
BCS-00151404,2026-01-29 09:51:15.47+00,2026-01-29 09:58:29.235068+00,,,,,,Closed,Resolved successfully,,ONTIME,Call,"9 Peacevale Rd, Dorchester, MA 02124",9,Peacevale Rd,02124,Dorchester,7B,4,8,B3,17,08,-71.075898,42.285258
BCS-00151496,2026-01-29 10:58:54.701876+00,,2026-02-01 10:58:54.701876+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,OVERDUE,BOS311,"115 Appleton St, Boston, MA 02116",115,Appleton St,02116,South End,1C,2,4,D4,04,01,-71.0743995,42.345396
BCS-00151519,2026-01-29 11:08:20.734096+00,2026-01-30 09:42:02+00,2026-02-01 11:08:20.734096+00,Fallen Tree or Branches,Fallen Tree or Branches,Parks & Recreation,Urban Forestry,Closed,Resolved,hangers removed from city tree. IT JB JL,ONTIME,BOS311,"157 Theodore Parker Rd, Boston, MA 02132",157,Theodore Parker Rd,02132,West Roxbury,6A,6,10,E5,20,19,-71.15058,42.292476
